id,Usage,timestamp,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
116,Public,2023-08-21 10:00:00+07:00,687.138,741.605,571.67,312.441,312.663,90.844,137.772,75.241,12.991,0.036,0.03,0.028,0.013,0.008,0.01,0.007,0.01,0.01,0.009,0.028,14.466,65.492,229.074,449.229
117,Public,2023-12-08 23:00:00+07:00,0.021,0.019,0.011,0.01,0.01,0.007,0.009,2.286,46.386,102.524,212.648,370.429,503.348,519.481,435.788,209.202,147.295,70.628,14.249,0.066,0.036,0.03,0.027,0.015
118,Public,2023-07-18 06:00:00+07:00,87.762,268.032,514.753,714.046,826.111,909.152,992.824,886.676,778.354,638.351,474.094,222.775,36.925,0.655,0.026,0.026,0.023,0.023,0.033,0.029,0.03,0.029,0.028,0.411
119,Public,2023-12-22 15:00:00+07:00,208.73,140.546,22.466,0.174,0.026,0.023,0.024,0.028,0.023,0.016,0.015,0.009,0.005,0.007,0.009,1.144,49.34,145.119,373.238,478.84,602.869,510.308,518.327,386.559
120,Public,2023-09-06 16:00:00+07:00,284.308,81.425,5.529,0.031,0.013,0.013,0.018,0.018,0.021,0.018,0.019,0.019,0.02,0.052,20.257,164.207,261.779,489.726,448.866,717.638,635.886,721.891,563.601,347.633
121,Public,2023-11-27 20:00:00+07:00,0.013,0.011,0.007,0.007,0.01,0.008,0.008,0.002,0.002,0.001,6.779,74.85,251.556,441.346,570.898,639.48,639.542,574.701,446.926,271.256,101.288,24.467,0.045,0.025
122,Public,2023-04-04 04:00:00+07:00,0.019,0.024,16.778,124.543,328.278,541.686,686.873,767.84,788.385,712.716,463.658,482.861,269.973,104.097,11.287,0.044,0.041,0.033,0.031,0.024,0.025,0.022,0.019,0.014
123,Public,2023-07-23 05:00:00+07:00,1.001,68.472,220.51,137.435,369.874,914.639,911.263,957.105,886.651,838.761,636.339,483.455,186.655,23.236,0.373,0.028,0.027,0.038,0.04,0.03,0.026,0.029,0.029,0.028
124,Public,2023-11-19 18:00:00+07:00,0.046,0.024,0.024,0.022,0.02,0.015,0.013,0.009,0.006,0.008,0.005,0.006,7.381,99.975,290.434,470.767,601.681,667.098,662.159,590.321,473.437,285.66,69.642,14.563
125,Public,2023-04-07 20:00:00+07:00,0.037,0.046,0.041,0.042,0.034,0.035,0.033,0.026,0.025,0.03,16.571,98.373,215.114,365.191,556.809,674.236,710.85,715.876,617.222,446.392,204.002,82.67,17.389,0.039
126,Public,2023-06-19 01:00:00+07:00,0.039,0.034,0.036,0.038,1.791,63.334,243.06,544.229,753.467,848.757,458.089,239.292,387.396,714.549,679.801,395.304,113.861,28.426,0.241,0.028,0.028,0.024,0.026,0.02
127,Public,2023-11-24 02:00:00+07:00,0.007,0.005,0.006,0.004,6.714,89.344,265.341,440.013,570.731,649.859,660.68,641.098,443.17,306.607,76.478,14.671,0.061,0.036,0.026,0.023,0.01,0.009,0.009,0.007
128,Public,2023-10-15 21:00:00+07:00,0.025,0.014,0.012,0.015,0.016,0.012,0.015,0.02,0.016,42.873,92.457,220.812,471.196,581.602,697.395,645.038,323.107,349.936,312.151,232.333,38.718,0.285,0.02,0.014
129,Public,2023-08-12 07:00:00+07:00,187.543,414.103,548.786,818.369,458.224,602.903,276.209,339.464,574.14,324.869,110.698,10.208,0.077,0.035,0.039,0.036,0.031,0.029,0.029,0.03,0.032,0.031,0.077,22.348
130,Public,2023-05-31 18:00:00+07:00,22.273,0.16,0.029,0.03,0.022,0.019,0.018,0.027,0.023,0.02,0.022,2.004,101.832,326.509,565.021,746.024,878.527,953.567,987.03,825.171,806.484,638.474,448.567,190.548
131,Public,2023-12-10 16:00:00+07:00,108.586,20.148,0.061,0.014,0.013,0.011,0.011,0.009,0.008,0.011,0.008,0.009,0.01,0.008,2.692,55.491,222.015,396.924,530.379,604.714,612.865,554.475,429.608,261.801
132,Public,2023-05-28 23:00:00+07:00,0.035,0.029,0.03,0.028,0.02,0.019,0.799,46.957,146.146,238.304,254.537,354.003,788.49,556.536,319.887,403.592,504.849,279.706,90.973,32.412,0.118,0.013,0.016,0.016
133,Public,2023-10-14 10:00:00+07:00,708.934,620.034,646.141,193.597,503.553,112.248,121.582,22.748,0.313,0.041,0.02,0.018,0.017,0.018,0.016,0.015,0.015,0.016,0.018,0.023,27.471,111.609,299.56,568.096
134,Public,2023-09-14 02:00:00+07:00,0.014,0.01,0.01,0.014,10.132,62.759,242.482,393.728,462.388,430.845,862.596,767.005,617.222,482.27,183.765,92.467,7.201,0.038,0.038,0.036,0.023,0.009,0.018,0.017
135,Public,2023-04-03 04:00:00+07:00,0.011,0.016,19.18,144.21,345.589,538.443,706.986,809.08,719.907,468.187,551.863,286.091,277.618,93.489,13.226,0.053,0.046,0.038,0.038,0.027,0.025,0.025,0.022,0.016
136,Public,2023-12-29 09:00:00+07:00,352.553,458.95,583.095,592.55,537.092,426.022,282.523,115.712,22.907,0.228,0.018,0.016,0.011,0.011,0.012,0.01,0.005,0.005,0.007,0.002,0.001,0.58,44.211,188.254
137,Public,2023-07-30 04:00:00+07:00,0.022,0.093,21.888,138.326,233.07,455.033,578.491,768.95,806.734,983.666,659.876,382.039,238.37,114.254,29.262,0.132,0.023,0.025,0.028,0.03,0.027,0.027,0.029,0.023
138,Public,2023-10-06 02:00:00+07:00,0.014,0.012,0.011,0.021,31.914,144.22,316.632,565.345,754.757,750.112,557.898,651.825,584.388,496.908,198.777,85.115,1.022,0.035,0.033,0.036,0.032,0.027,0.027,0.024
139,Public,2023-09-24 22:00:00+07:00,0.019,0.027,0.027,0.023,0.024,0.022,0.026,0.039,23.515,210.502,378.624,626.327,768.99,858.238,863.952,498.362,500.547,276.41,189.184,70.319,2.285,0.047,0.024,0.024
140,Public,2023-12-24 07:00:00+07:00,50.591,197.195,369.862,505.233,597.109,608.293,545.689,435.106,275.563,111.338,21.559,0.207,0.008,0.011,0.008,0.007,0.01,0.012,0.01,0.01,0.008,0.005,0.01,0.786
141,Public,2023-08-09 20:00:00+07:00,0.04,0.038,0.039,0.038,0.035,0.028,0.029,0.023,0.022,0.111,36.639,149.959,223.379,519.161,595.008,574.526,494.398,482.555,393.411,187.708,93.435,98.679,26.103,0.107
142,Public,2023-08-29 03:00:00+07:00,0.016,0.021,0.057,51.223,233.431,435.174,736.049,901.609,633.953,743.046,852.701,562.445,313.207,340.058,167.139,15.814,0.047,0.044,0.027,0.018,0.027,0.025,0.031,0.031
143,Public,2023-06-28 05:00:00+07:00,0.643,25.94,76.297,243.776,504.216,520.267,734.025,652.868,618.236,280.993,296.296,268.649,221.102,44.777,0.866,0.04,0.044,0.045,0.042,0.04,0.041,0.044,0.031,0.014
144,Public,2023-06-18 14:00:00+07:00,832.428,717.27,520.857,271.428,58.962,0.637,0.033,0.055,0.051,0.043,0.041,0.039,0.034,0.036,0.038,1.791,63.334,243.06,544.229,753.467,848.757,458.089,239.292,387.396
145,Public,2023-11-14 04:00:00+07:00,0.027,0.017,10.436,117.501,340.801,496.468,622.34,637.353,652.086,407.42,450.433,319.674,128.111,22.463,0.045,0.028,0.026,0.027,0.025,0.025,0.02,0.023,0.014,0.013
146,Public,2023-06-05 15:00:00+07:00,690.324,461.091,198.667,21.257,0.059,0.015,0.02,0.024,0.024,0.028,0.023,0.02,0.026,0.023,2.009,54.233,205.845,528.989,495.994,779.063,985.405,752.721,447.728,87.861
147,Public,2023-11-24 00:00:00+07:00,0.004,0.006,0.007,0.005,0.006,0.004,6.714,89.344,265.341,440.013,570.731,649.859,660.68,641.098,443.17,306.607,76.478,14.671,0.061,0.036,0.026,0.023,0.01,0.009
148,Public,2023-12-11 19:00:00+07:00,0.021,0.024,0.02,0.017,0.013,0.018,0.014,0.012,0.006,0.003,0.004,2.426,60.9,212.884,376.742,508.117,578.787,536.271,352.817,399.346,208.253,61.391,18.369,0.065
149,Public,2023-10-01 01:00:00+07:00,0.017,0.019,0.023,0.022,0.012,17.12,121.964,441.463,519.778,560.838,607.966,886.817,916.322,573.382,381.021,132.001,68.911,7.474,0.015,0.024,0.028,0.02,0.014,0.014
150,Public,2023-09-23 07:00:00+07:00,229.44,403.977,640.013,744.12,721.768,801.28,721.946,587.529,480.484,284.256,76.356,2.669,0.032,0.032,0.041,0.04,0.036,0.032,0.029,0.025,0.029,0.026,0.045,38.442
151,Public,2023-04-19 00:00:00+07:00,0.041,0.04,0.039,0.035,0.035,12.935,96.034,246.162,429.338,601.228,721.29,779.296,772.484,579.132,324.378,139.865,104.028,15.744,0.145,0.038,0.024,0.028,0.028,0.024
152,Public,2023-09-04 05:00:00+07:00,0.083,36.966,228.761,458.808,661.077,808.459,896.7,915.838,868.603,786.211,627.377,421.444,92.922,7.972,0.058,0.055,0.056,0.05,0.045,0.024,0.013,0.017,0.014,0.019
153,Public,2023-12-11 18:00:00+07:00,0.088,0.021,0.024,0.02,0.017,0.013,0.018,0.014,0.012,0.006,0.003,0.004,2.426,60.9,212.884,376.742,508.117,578.787,536.271,352.817,399.346,208.253,61.391,18.369
154,Public,2023-04-06 09:00:00+07:00,346.325,467.424,577.729,615.34,573.675,483.048,335.934,189.576,70.72,8.944,0.042,0.024,0.016,0.012,0.019,0.021,0.022,0.018,0.022,0.016,0.024,11.458,76.095,185.99
155,Public,2023-11-27 23:00:00+07:00,0.007,0.01,0.008,0.008,0.002,0.002,0.001,6.779,74.85,251.556,441.346,570.898,639.48,639.542,574.701,446.926,271.256,101.288,24.467,0.045,0.025,0.02,0.013,0.016
156,Public,2023-08-16 02:00:00+07:00,0.011,0.01,0.007,0.098,31.811,173.307,317.844,567.508,471.114,387.506,724.717,507.186,285.924,343.296,111.781,70.699,15.805,0.024,0.007,0.013,0.011,0.009,0.01,0.011
157,Public,2023-11-03 22:00:00+07:00,0.031,0.031,0.029,0.026,0.016,0.013,0.015,0.01,10.058,133.7,329.096,508.29,639.551,728.701,662.878,627.775,348.631,303.627,182.935,25.643,0.12,0.044,0.041,0.03
158,Public,2023-04-17 04:00:00+07:00,0.015,10.895,94.611,251.074,422.215,576.196,689.196,750.112,720.612,644.36,500.069,343.035,126.784,20.668,0.326,0.022,0.018,0.019,0.017,0.013,0.016,0.03,0.026,0.017
159,Public,2023-06-06 01:00:00+07:00,0.023,0.02,0.026,0.023,2.009,54.233,205.845,528.989,495.994,779.063,985.405,752.721,447.728,87.861,171.736,179.685,108.64,17.119,0.122,0.038,0.036,0.013,0.009,0.012
160,Public,2023-09-09 20:00:00+07:00,0.051,0.039,0.024,0.026,0.027,0.024,0.025,0.024,0.018,0.027,17.685,84.426,149.23,210.537,277.975,678.418,461.69,487.563,329.555,130.072,185.067,81.409,9.075,0.028
161,Public,2023-08-06 21:00:00+07:00,0.013,0.01,0.014,0.014,0.009,0.007,0.006,0.006,0.026,14.781,68.015,184.3,211.72,215.983,355.957,283.017,282.236,284.994,158.837,101.228,45.666,9.846,0.037,0.008
162,Public,2023-11-25 00:00:00+07:00,0.009,0.007,0.013,0.021,0.022,0.015,3.555,83.144,265.111,435.948,562.097,596.054,673.016,437.347,417.772,256.849,114.514,16.236,0.052,0.029,0.028,0.018,0.009,0.004
163,Public,2023-04-21 15:00:00+07:00,247.721,94.722,71.377,36.916,0.033,0.025,0.021,0.021,0.017,0.021,0.021,0.017,0.02,0.011,0.147,30.091,146.783,321.948,493.03,663.194,787.045,842.773,319.201,249.4
164,Public,2023-08-04 13:00:00+07:00,314.555,64.627,181.221,201.932,125.785,13.022,0.141,0.034,0.037,0.029,0.028,0.029,0.029,0.035,0.031,0.031,0.102,12.106,60.783,143.335,293.224,464.097,266.887,310.928
165,Public,2023-07-20 14:00:00+07:00,607.698,632.37,369.745,226.722,33.937,0.291,0.021,0.01,0.008,0.009,0.008,0.01,0.019,0.021,0.017,0.448,33.887,183.978,494.868,789.208,852.778,646.211,773.955,706.768
166,Public,2023-05-07 01:00:00+07:00,0.01,0.008,0.007,0.007,1.05,61.03,247.393,465.536,653.802,793.309,886.287,890.141,847.216,691.466,542.957,326.813,102.217,21.339,0.047,0.02,0.015,0.017,0.013,0.009
167,Public,2023-10-23 11:00:00+07:00,648.527,608.035,616.303,420.91,351.813,114.593,25.458,0.108,0.019,0.02,0.021,0.017,0.015,0.015,0.015,0.013,0.008,0.012,0.009,21.586,142.338,325.107,497.577,605.331
168,Public,2023-07-25 01:00:00+07:00,0.025,0.02,0.016,0.02,0.284,27.006,260.874,417.545,545.86,888.765,836.994,851.029,556.862,490.531,394.932,252.473,220.464,44.214,0.623,0.038,0.032,0.03,0.037,0.039
169,Public,2023-11-22 12:00:00+07:00,650.775,580.796,457.497,286.31,100.659,15.352,0.048,0.026,0.021,0.015,0.013,0.013,0.008,0.009,0.022,0.02,0.015,0.008,3.725,40.484,119.404,192.913,222.629,341.304
170,Public,2023-12-19 08:00:00+07:00,198.416,370.835,506.74,597.414,505.368,503.909,429.414,262.226,105.272,19.177,0.145,0.026,0.023,0.025,0.014,0.008,0.007,0.004,0.004,0.004,0.001,0.005,1.813,52.811
171,Public,2023-10-20 12:00:00+07:00,769.301,711.752,600.647,379.26,107.713,24.394,0.38,0.029,0.019,0.019,0.016,0.017,0.017,0.014,0.014,0.017,0.021,0.018,15.304,53.979,162.558,189.995,89.911,322.01
172,Public,2023-12-08 08:00:00+07:00,125.194,180.542,371.111,385.662,330.58,227.029,103.789,66.882,46.523,21.393,0.04,0.025,0.025,0.028,0.025,0.021,0.019,0.011,0.01,0.01,0.007,0.009,2.286,46.386
173,Public,2023-09-12 00:00:00+07:00,0.025,0.026,0.025,0.024,0.023,0.04,37.62,100.004,256.378,318.434,446.601,319.709,439.071,314.232,306.203,314.506,114.973,62.416,5.373,0.027,0.014,0.02,0.025,0.022
174,Public,2023-12-03 18:00:00+07:00,0.063,0.038,0.035,0.031,0.027,0.017,0.011,0.009,0.009,0.009,0.003,0.005,3.597,68.738,218.881,404.046,538.253,612.253,617.811,561.198,431.967,252.147,96.43,13.791
175,Public,2023-11-05 06:00:00+07:00,13.151,137.201,324.979,510.607,558.943,712.982,688.381,530.386,367.444,169.239,142.495,15.324,0.084,0.038,0.042,0.034,0.03,0.027,0.028,0.024,0.017,0.017,0.017,0.02
176,Public,2023-09-25 03:00:00+07:00,0.022,0.026,0.039,23.515,210.502,378.624,626.327,768.99,858.238,863.952,498.362,500.547,276.41,189.184,70.319,2.285,0.047,0.024,0.024,0.023,0.017,0.033,0.034,0.034
177,Public,2023-12-08 15:00:00+07:00,66.882,46.523,21.393,0.04,0.025,0.025,0.028,0.025,0.021,0.019,0.011,0.01,0.01,0.007,0.009,2.286,46.386,102.524,212.648,370.429,503.348,519.481,435.788,209.202
178,Public,2023-04-10 11:00:00+07:00,740.985,788.062,728.953,594.371,407.27,242.546,89.275,13.477,0.032,0.024,0.028,0.03,0.022,0.024,0.021,0.018,0.018,0.019,0.043,18.913,111.345,261.538,440.62,592.583
179,Public,2023-05-03 13:00:00+07:00,780.846,616.03,341.87,307.149,75.64,21.792,0.028,0.014,0.015,0.021,0.018,0.01,0.01,0.01,0.009,0.007,0.883,65.991,259.873,492.303,690.725,835.64,916.868,919.268
180,Public,2023-04-06 07:00:00+07:00,81.565,206.859,346.325,467.424,577.729,615.34,573.675,483.048,335.934,189.576,70.72,8.944,0.042,0.024,0.016,0.012,0.019,0.021,0.022,0.018,0.022,0.016,0.024,11.458
181,Public,2023-10-02 14:00:00+07:00,377.168,317.511,155.253,67.996,1.518,0.045,0.045,0.033,0.026,0.027,0.026,0.029,0.037,0.039,0.036,0.032,15.083,197.884,437.99,624.632,773.914,843.07,838.237,777.849
182,Public,2023-06-17 12:00:00+07:00,709.151,773.309,778.682,476.86,442.278,201.072,41.898,0.461,0.034,0.024,0.024,0.026,0.023,0.027,0.034,0.03,0.028,1.684,50.91,198.511,338.768,629.197,724.202,914.164
183,Public,2023-12-28 15:00:00+07:00,250.767,120.413,25.109,0.285,0.018,0.02,0.01,0.014,0.012,0.012,0.012,0.011,0.009,0.008,0.005,1.054,44.818,188.924,352.553,458.95,583.095,592.55,537.092,426.022
184,Public,2023-04-04 09:00:00+07:00,541.686,686.873,767.84,788.385,712.716,463.658,482.861,269.973,104.097,11.287,0.044,0.041,0.033,0.031,0.024,0.025,0.022,0.019,0.014,0.017,0.022,13.903,93.581,234.663
185,Public,2023-09-10 09:00:00+07:00,210.537,277.975,678.418,461.69,487.563,329.555,130.072,185.067,81.409,9.075,0.028,0.012,0.029,0.024,0.022,0.016,0.016,0.013,0.02,0.022,0.018,24.241,159.953,301.997
186,Public,2023-12-26 17:00:00+07:00,21.179,0.241,0.011,0.006,0.013,0.009,0.004,0.004,0.003,0.003,0.004,0.001,0.003,1.094,45.539,184.57,352.991,489.201,572.611,591.728,538.569,426.403,271.48,109.398
187,Public,2023-10-10 22:00:00+07:00,0.035,0.033,0.029,0.026,0.031,0.027,0.029,0.041,10.024,31.157,163.982,246.237,228.983,329.246,445.483,531.121,608.182,239.562,199.674,54.29,0.559,0.016,0.017,0.015
188,Public,2023-12-28 14:00:00+07:00,424.963,250.767,120.413,25.109,0.285,0.018,0.02,0.01,0.014,0.012,0.012,0.012,0.011,0.009,0.008,0.005,1.054,44.818,188.924,352.553,458.95,583.095,592.55,537.092
189,Public,2023-07-31 12:00:00+07:00,328.383,246.508,134.402,137.493,125.872,63.856,12.591,0.095,0.027,0.023,0.014,0.022,0.02,0.013,0.019,0.015,0.011,0.073,19.05,97.484,213.426,164.602,114.025,444.519
190,Public,2023-06-03 14:00:00+07:00,844.659,606.396,286.367,78.059,38.555,0.223,0.012,0.013,0.026,0.032,0.028,0.027,0.018,0.015,0.014,2.816,111.947,333.436,551.781,746.555,883.946,956.554,890.03,890.647
191,Public,2023-06-03 23:00:00+07:00,0.032,0.028,0.027,0.018,0.015,0.014,2.816,111.947,333.436,551.781,746.555,883.946,956.554,890.03,890.647,611.997,665.033,361.031,195.447,31.772,0.2,0.033,0.012,0.011
192,Public,2023-07-24 01:00:00+07:00,0.026,0.029,0.029,0.028,0.39,59.465,190.396,366.253,653.382,880.001,866.94,778.519,683.397,655.987,435.903,106.853,132.795,32.091,0.434,0.018,0.018,0.021,0.013,0.016
193,Public,2023-11-26 06:00:00+07:00,6.547,94.626,254.895,424.919,552.156,596.682,635.737,514.952,430.339,277.552,105.595,14.831,0.048,0.016,0.019,0.017,0.008,0.011,0.013,0.021,0.018,0.017,0.012,0.008
194,Public,2023-07-30 18:00:00+07:00,29.262,0.132,0.023,0.025,0.028,0.03,0.027,0.027,0.029,0.023,0.019,0.12,23.604,50.314,138.035,189.8,237.599,260.886,328.383,246.508,134.402,137.493,125.872,63.856
195,Public,2023-07-03 04:00:00+07:00,0.018,0.568,72.833,341.782,367.346,450.268,556.506,859.761,904.529,456.418,577.099,292.838,73.734,55.452,43.59,0.307,0.006,0.005,0.011,0.008,0.013,0.009,0.008,0.011
196,Public,2023-11-23 10:00:00+07:00,222.629,341.304,440.838,380.823,363.022,247.444,110.451,20.202,0.043,0.021,0.02,0.016,0.01,0.007,0.004,0.006,0.007,0.005,0.006,0.004,6.714,89.344,265.341,440.013
197,Public,2023-09-26 09:00:00+07:00,405.81,471.401,541.883,553.657,532.915,477.972,380.936,255.759,64.51,2.473,0.033,0.02,0.023,0.026,0.026,0.025,0.017,0.021,0.021,0.02,0.024,7.502,92.564,142.728
198,Public,2023-07-19 22:00:00+07:00,0.009,0.011,0.014,0.013,0.014,0.016,0.012,0.306,35.031,225.547,300.703,370.262,449.7,536.54,817.327,856.615,607.698,632.37,369.745,226.722,33.937,0.291,0.021,0.01
199,Public,2023-06-29 11:00:00+07:00,924.358,890.165,794.032,510.199,361.926,252.578,128.637,67.657,1.174,0.028,0.028,0.027,0.025,0.024,0.021,0.025,0.023,0.021,0.544,29.404,130.003,354.611,441.475,699.848
200,Public,2023-06-23 10:00:00+07:00,603.035,666.618,541.603,561.169,416.243,440.701,281.811,237.527,55.216,0.511,0.04,0.042,0.037,0.043,0.038,0.041,0.039,0.034,0.03,0.765,37.643,129.196,272.706,444.979
201,Public,2023-06-15 17:00:00+07:00,135.696,32.873,0.414,0.031,0.014,0.026,0.024,0.015,0.01,0.013,0.016,0.015,2.541,88.201,285.02,542.148,736.637,872.933,947.206,659.742,639.471,676.905,639.993,195.042
202,Public,2023-08-23 21:00:00+07:00,0.029,0.019,0.017,0.016,0.015,0.019,0.014,0.016,0.056,36.882,174.338,338.307,621.444,667.577,432.81,342.303,369.771,342.356,323.161,379.578,77.063,20.3,0.042,0.029
203,Public,2023-11-18 14:00:00+07:00,463.076,283.162,104.346,15.379,0.036,0.014,0.016,0.016,0.021,0.015,0.009,0.007,0.01,0.004,0.005,0.009,7.702,101.961,290.987,470.116,596.277,662.241,659.225,591.636
204,Public,2023-06-21 12:00:00+07:00,332.172,480.251,574.823,244.658,110.135,33.166,22.419,0.376,0.018,0.022,0.019,0.022,0.017,0.018,0.015,0.014,0.017,0.937,45.751,266.901,198.978,339.369,412.262,558.609
205,Public,2023-12-14 04:00:00+07:00,0.004,0.003,1.72,48.681,205.632,354.418,477.919,559.706,497.438,504.646,413.068,230.524,101.045,16.919,0.136,0.028,0.027,0.023,0.017,0.02,0.014,0.006,0.006,0.005
206,Public,2023-06-16 17:00:00+07:00,126.933,49.192,0.429,0.02,0.017,0.015,0.013,0.025,0.023,0.023,0.023,0.023,1.136,89.094,256.914,387.937,729.445,739.333,921.573,709.151,773.309,778.682,476.86,442.278
207,Public,2023-12-02 19:00:00+07:00,0.026,0.02,0.013,0.007,0.005,0.007,0.008,0.003,0.005,0.002,0.001,3.39,74.246,250.046,414.364,545.1,604.781,608.833,448.972,395.195,261.671,98.041,17.429,0.063
208,Public,2023-06-04 00:00:00+07:00,0.028,0.027,0.018,0.015,0.014,2.816,111.947,333.436,551.781,746.555,883.946,956.554,890.03,890.647,611.997,665.033,361.031,195.447,31.772,0.2,0.033,0.012,0.011,0.013
209,Public,2023-10-28 20:00:00+07:00,0.016,0.014,0.013,0.015,0.029,0.026,0.009,0.013,0.018,0.016,14.169,90.289,189.368,346.615,517.726,665.442,600.263,521.07,348.364,266.645,97.887,20.788,0.112,0.037
210,Public,2023-06-11 14:00:00+07:00,672.798,668.849,406.269,105.541,4.46,0.312,0.032,0.03,0.035,0.028,0.028,0.025,0.022,0.024,0.024,1.324,93.178,308.034,497.149,513.458,721.71,896.517,927.603,817.439
211,Public,2023-08-02 04:00:00+07:00,0.03,0.129,31.034,162.247,220.531,443.667,273.862,436.748,299.142,312.764,132.247,95.3,87.643,57.318,19.102,0.105,0.024,0.016,0.017,0.02,0.021,0.027,0.025,0.023
212,Public,2023-10-20 07:00:00+07:00,169.708,380.232,563.859,698.429,774.053,769.301,711.752,600.647,379.26,107.713,24.394,0.38,0.029,0.019,0.019,0.016,0.017,0.017,0.014,0.014,0.017,0.021,0.018,15.304
213,Public,2023-11-16 08:00:00+07:00,287.355,457.104,585.513,601.179,583.135,482.435,265.76,108.743,87.22,10.843,0.036,0.019,0.021,0.028,0.026,0.029,0.03,0.028,0.036,0.031,0.026,0.031,3.786,34.839
214,Public,2023-07-10 16:00:00+07:00,331.392,72.851,16.832,0.06,0.006,0.007,0.007,0.006,0.007,0.008,0.007,0.008,0.011,1.415,50.858,221.271,577.008,599.37,607.734,573.6,836.985,474.972,627.202,221.942
215,Public,2023-10-20 21:00:00+07:00,0.019,0.016,0.017,0.017,0.014,0.014,0.017,0.021,0.018,15.304,53.979,162.558,189.995,89.911,322.01,447.987,354.83,376.023,360.585,156.814,17.591,0.128,0.02,0.018
216,Public,2023-09-04 10:00:00+07:00,808.459,896.7,915.838,868.603,786.211,627.377,421.444,92.922,7.972,0.058,0.055,0.056,0.05,0.045,0.024,0.013,0.017,0.014,0.019,0.029,14.932,82.337,309.994,473.196
217,Public,2023-06-04 04:00:00+07:00,0.014,2.816,111.947,333.436,551.781,746.555,883.946,956.554,890.03,890.647,611.997,665.033,361.031,195.447,31.772,0.2,0.033,0.012,0.011,0.013,0.014,0.018,0.014,0.012
218,Public,2023-11-26 11:00:00+07:00,596.682,635.737,514.952,430.339,277.552,105.595,14.831,0.048,0.016,0.019,0.017,0.008,0.011,0.013,0.021,0.018,0.017,0.012,0.008,6.878,64.895,243.776,396.209,568.323
219,Public,2023-12-16 07:00:00+07:00,56.793,211.792,384.883,520.715,597.191,608.817,524.105,427.514,268.579,99.687,17.858,0.116,0.023,0.016,0.013,0.013,0.008,0.004,0.002,0.003,0.002,0.003,0.003,1.736
220,Public,2023-08-29 17:00:00+07:00,167.139,15.814,0.047,0.044,0.027,0.018,0.027,0.025,0.031,0.031,0.015,0.02,0.064,38.84,151.174,233.308,271.159,362.707,229.775,381.776,567.789,690.668,235.132,70.69
221,Public,2023-07-29 20:00:00+07:00,0.037,0.015,0.012,0.017,0.02,0.018,0.019,0.018,0.022,0.093,21.888,138.326,233.07,455.033,578.491,768.95,806.734,983.666,659.876,382.039,238.37,114.254,29.262,0.132
222,Public,2023-10-26 06:00:00+07:00,9.245,138.805,338.843,515.327,665.669,657.848,579.989,483.737,315.058,184.198,62.678,11.662,0.069,0.042,0.036,0.027,0.026,0.028,0.02,0.022,0.021,0.021,0.014,0.016
223,Public,2023-10-12 10:00:00+07:00,776.553,682.697,732.433,715.067,368.717,403.436,198.933,30.767,0.419,0.045,0.039,0.03,0.035,0.033,0.033,0.014,0.013,0.012,0.015,0.016,16.118,94.529,194.143,497.268
