,Usage,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
110,Public,22120.304,18955.681,8407.487,2886.386,3152.645,3458.852,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595
111,Public,18955.681,8407.487,2886.386,3152.645,3458.852,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316
112,Public,8407.487,2886.386,3152.645,3458.852,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554
113,Public,2886.386,3152.645,3458.852,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161
114,Public,3152.645,3458.852,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271
115,Public,3458.852,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955
116,Public,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17
117,Public,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706
118,Public,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921
119,Public,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537
120,Public,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782
121,Public,2246.15,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124
122,Public,2137.219,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977
123,Public,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363
124,Public,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633
125,Public,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344
126,Public,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483
127,Public,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872
128,Public,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266
129,Public,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494
130,Public,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226
131,Public,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138
132,Public,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556
133,Public,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809
134,Public,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505
135,Public,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981
136,Public,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896
137,Public,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698
138,Public,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08
139,Public,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185
140,Public,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22
141,Public,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482
142,Public,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996
143,Public,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957
144,Public,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944
145,Public,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795
146,Public,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165
147,Public,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661
148,Public,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755
149,Public,2275.483,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888
150,Public,2301.872,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924
151,Public,2172.266,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586
152,Public,3257.494,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488
153,Public,4403.226,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712
154,Public,13621.138,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853
155,Public,21173.556,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032
156,Public,11376.809,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11
157,Public,19348.505,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07
158,Public,23279.981,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151
159,Public,20546.896,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152
160,Public,6975.698,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608
161,Public,2624.08,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954
162,Public,3193.185,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996
163,Public,3119.22,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011
164,Public,3401.482,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457
165,Public,3397.996,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631
166,Public,3185.957,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43
167,Public,2772.944,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347
168,Public,2719.795,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597
169,Public,2504.165,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856
170,Public,2310.661,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743
171,Public,2490.755,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582
172,Public,2273.888,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987
173,Public,2267.924,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383
174,Public,2279.586,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213
175,Public,2238.488,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218
176,Public,3782.712,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134
177,Public,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701
178,Public,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31
179,Public,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656
180,Public,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303
181,Public,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065
182,Public,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14
183,Public,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443
184,Public,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533
185,Public,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908
186,Public,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737
187,Public,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117
188,Public,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286
189,Public,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286,3234.425
190,Public,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286,3234.425,2868.11
191,Public,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286,3234.425,2868.11,2496.753
192,Public,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286,3234.425,2868.11,2496.753,2381.315
193,Public,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286,3234.425,2868.11,2496.753,2381.315,2434.743
194,Public,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286,3234.425,2868.11,2496.753,2381.315,2434.743,2249.856
195,Public,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701,11757.31,12614.656,12012.303,6937.065,15866.14,21585.443,18709.533,5055.908,4378.737,4241.117,3176.286,3234.425,2868.11,2496.753,2381.315,2434.743,2249.856,2221.679
